title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,description,id,type
LBX Girls,LBX Girls,LBX Girls,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""DMM""]",/shows/lbx-girls/,lbx-girls,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1317204,"[""Simulcast"",""Uncut""]","[""episode""]",1,"In an unplanned field trip, Rico is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Rico will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wish—to return home again!",LBX,Show
LUPIN THE 3rd,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,,,"[""Action/Adventure"",""Fan Service""]","[""TMS Entertainment""]",/shows/lupin-the-3rd-9bbb1396-0066-11ec-ae12-0242ac110002/,lupin-the-3rd-9bbb1396-0066-11ec-ae12-0242ac110002,1971,1971,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""RTC|C"",""TV-US|TV-MA"",""zw-movies|18""]",38126,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,"With the help of some quick gunplay by his partner Jigen, Lupin takes on the world in elaborate heists, classic car chases, and nasty explosions. Fujiko, a buxom redhead with a penchant for betrayal, always gets tangled up in Lupin's capers. The stoic but swift swordman Goemon is just as inclined to kill Lupin as he is to help him. And Lupin can never seem to lose the relentless Tokyo Police Inspector Zenigata",LPN,Show
LUPIN THE 3rd PART4,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Shounen""]","[""Asmik Ace""]",/shows/lupin-the-3rd-part4/,lupin-the-3rd-part4,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",375369,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"Follow Lupin and his gunman partner on a quest to own the world! Lupin the 3rd follows the thrilling adventures of master thief Arsène Lupin the 3rd, quite possibly the world's greatest thief. He's pulled off some of the most brilliant heists that no one ever thought possible. Even though he's been arrested and jailed more than once, Lupin always manages to pull off a clever escape!",LP4,Show
Lapis Re:LiGHTs,Lapis Re:LiGHTs,Lapis Re:LiGHTs,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Fantasy""]","[""NBC Universal""]",/shows/lapis-relights/,lapis-relights,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1115159,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Tiara has just been accepted to the Flora Girls Academy for young witches. Her lifelong dream of becoming a powerful “light” to cleanse the world of magical beasts is now possible. But not before she hits the magical music books! Oh, and little did Tiara know that she’s about to take center stage in a classroom full of potential dropouts. Challenge accepted.",LRL,Show
Last Exile,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]",/shows/last-exile/,last-exile,2003,2003,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",38811,"[""Uncut""]","[""episode""]",1,"Claus Valca and his fiery navigator Lavie are obsessed with becoming the first sky couriers to cross the Grand Stream in a vanship. But when the high-flying duo encounters a mysterious girl named Alvis, they are thrust into the middle of an endless battle between Anatoray and Disith—two countries systematically destroying each other according to the code of chivalric warfare.",LST,Show
Laughing Under the Clouds,Laughing Under the Clouds,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,-,-,-,,false,,false,false,false,false,false,false,false,"[""Action/Adventure"",""Fantasy""]","[""Nippon Television Networks""]",/shows/laughing-under-the-clouds/,laughing-under-the-clouds,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",69569,"[""Simulcast"",""Uncut""]","[""episode""]",1,"When swords were outlawed in the Meiji era, the mighty samurais began to disappear. Those who rejected the ban rebelled, causing unrest throughout the countryside. To combat this criminal activity, an inescapable lake prison was constructed. Three young men, born of the Kumo line, were given the duty of delivering criminals to their place of confinement—but could there be more to their mission?",LUC,Show
Le Chevalier D'Eon,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Drama""]","[""Shochiku""]",/shows/le-chevalier-deon/,le-chevalier-deon,2006,2006,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",34933,"[""Uncut""]","[""episode""]",1,"Paris, 1742. While investigating the murder of his beautiful sister—Lia—D’Eon uncovers an evil which casts shadows in both the palaces of kings and the dark alleys of Europe. It is a dark and strange power—one which allows Lia's soul to return from beyond and possess her brother in order to avenge her own death.",LCH,Show
Legend of the Galactic Heroes: Die Neue These,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""Production IG""]",/shows/legend-of-the-galactic-heroes-die-neue-these/,legend-of-the-galactic-heroes-die-neue-these,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",559581,"[""Simulcast"",""Uncut""]","[""episode""]",1,"As Yang is ordered to appear before the Free Planet Alliance, he’s shaken by the corruption he discovers. Meanwhile, Marshal Reinhardt uncovers disloyalty under his command as an upstart admiral launches a vicious offensive to retake the Iserlohn Fortress. Struggling to make strides in this never-ending bloody war, these two finally see their true enemy lies not from without—but from within!",LGH,Show
Leviathan,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,[],"[""Gonzo""]",/shows/leviathan-the-last-defense-/,leviathan-the-last-defense-,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1471843,"[""Uncut""]","[""episode""]",1,"Planet of water and greenery, Aquafall. A group of meteorites that suddenly fell release evil creatures, spreading risk of extinction to all land-dwelling creatures.",LEV,Show
Life Lessons with Uramichi Oniisan,Life Lessons with Uramichi Oniisan,Life Lessons with Uramichi Oniisan,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Comedy"",""Slice of Life""]","[""King Records""]",/shows/life-lessons-with-uramichi-oniisan/,life-lessons-with-uramichi-oniisan,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1650251,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Being an adult is hard. For 31-year-old Uramichi Omota, that depressing truth weighs on him. While on TV, he’s an upbeat exercise instructor for a children’s show, but sometimes he can’t keep his sardonic comments to himself. Even his coworkers, a pair of mascots and a singing duo, keep revealing the plight of adulthood on air. Regardless, they’re working through it one a day at a time.",LUO,Show
Link Click,Link Click,Link Click,true,-,-,-,true,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""bilibili""]",/shows/link-click/,link-click,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|14""]",1456796,"[""Simulcast""]","[""episode"",""special""]",1,"Using superpowers to enter their clientele’s photos one by one, Cheng Xiaoshi and Lu Guang take their work seriously at “Time Photo Studio,” a small photography shop set in the backdrop of a modern metropolis. Each job can be full of danger, but nothing is more important than fulfilling every order, no matter the scale…or peril involved!",LNK,Show
Listeners,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""DMM""]",/shows/listeners/,listeners,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1071630,"[""Uncut"",""Simulcast""]","[""episode""]",1,"In a world without music, young Echo was there the day legendary ""Player"" Jimi Stonefree and his mecha disappeared while fighting the mysterious Earless. Ten years later, he meets an amnesiac young girl named μ (Mu) who has an input jack on her back. Could she be a ""Player"" like Jimi? Together they set off on a journey to unravel her past and save humanity.",LIS,Show
Little Nemo: Adventures in Slumberland,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Fantasy""]","[""TMS Entertainment""]",/shows/little-nemo-adventures-in-slumberland/,little-nemo-adventures-in-slumberland,1989,1989,"{""quality"":""HD"",""height"":1080}",TVG,"[""CBSC|G"",""NCS|G"",""OFLC|G"",""RTE|GA"",""TV-US|TV-G"",""zw-movies|12""]",1469826,"[""Uncut""]","[""movie""]",1,"A young boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of until he unleashes a century old secret.",LNM,Show
Log Horizon: Destruction of the Round Table,Log Horizon: Destruction of the Round Table,Log Horizon: Destruction of the Round Table,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""NHK""]",/shows/log-horizon-destruction-of-the-round-table/,log-horizon-destruction-of-the-round-table,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1311345,"[""Uncut"",""Simulcast""]","[""episode""]",1,"It’s been a year since Shiroe and his friends were trapped in Akiba due to the Apocalypse. Their forging of the Round Table has brought order and prosperity to its people. But fracturing political alliances and the constant menace of the Genius monsters threaten to destabilize all they’ve fought for and built. Can faith be restored and they persevere, or is its destruction truly inevitable?",LHZ,Show
Looking Up at the Half-Moon,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Romance"",""Drama""]","[""Right Stuf, Inc""]",/shows/looking-up-at-the-half-moon/,looking-up-at-the-half-moon,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG""]",990585,"[""Uncut""]","[""episode""]",1,"Even though Yuuichi is in the hospital, he's constantly sneaking out. One day he's caught by the head nurse, who makes a deal with him: she'll overlook his excursions if he's willing to befriend a patient, Rika. Due to a serious heart condition, Rika has spent most of her life in the hospital. As Yuuichi and Rika spend time together, their relationship soon blossoms into romance...",LHM,Show
Lord El-Melloi II's Case Files {Rail Zeppelin} Grace Note,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace Note,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace Note,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Drama"",""Action/Adventure""]","[""Aniplex""]",/shows/lord-el-melloi-iis-case-files-rail-zeppelin-grace-note/,lord-el-melloi-iis-case-files-rail-zeppelin-grace-note,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",917468,"[""Simulcast""]","[""episode"",""special""]",1,"Waver Velvet has grown since his time in the Fourth Holy Grail War and has taken on the mantle of Lord El-Melloi II. But when he’s ready to claim his inheritance of Adra Castle, he learns he must compete in a game of wits to win it from other contestants.",LEL,Show
Lord Marksman and Vanadis,Lord Marksman and Vanadis,Lord Marksman and Vanadis,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,,false,true,false,false,false,true,true,"[""Action/Adventure"",""Fantasy""]","[""Media Factory""]",/shows/lord-marksman-and-vanadis/,lord-marksman-and-vanadis,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP16""]",31517,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Tigre, a young noble, is captured by a beautiful female general from an enemy country. Though enchanting, her curves aren’t the only dangerous thing about her. She’s backed by an army of desirable warrior-goddesses called the Vanadis. Can the valiant Tigre survive the action-packed blend of fantasy and fan service!?",LMV,Show
Lord of Vermilion: The Crimson King,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]",/shows/lord-of-vermilion-the-crimson-king/,lord-of-vermilion-the-crimson-king,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",572422,"[""Simulcast"",""Uncut""]","[""episode""]",1,"In the year 2030, a high-frequency resonance echoes throughout Tokyo, followed by a red fog. Anyone that hears the sound falls unconscious, so the Japanese government puts Tokyo under quarantine. After six days, citizens awaken unharmed, and a sense of normalcy returns to the city. But when various young people develop blood-based supernatural powers, things take a turn for the sinister.",LVL,Show
Love Live! Nijigasaki High School Idol Club,Love Live! Nijigasaki High School Idol Club,Love Live! Nijigasaki High School Idol Club,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""Bandai""]",/shows/love-live-nijigasaki-high-school-idol-club/,love-live-nijigasaki-high-school-idol-club,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1176018,"[""Uncut"",""Simulcast""]","[""episode""]",1,"For second-year Yu Takasaki, her dreams are your dreams! At Nijigasaki High, Yu has taken a liking to the school idols and takes the leap in joining their club with her friend Ayumu. The goal of this group—come together to make their dreams come true. Watch as Yu cheers them on as each member pursues what they love most.",LLN,Show
Love Live! School Idol Project,Love Live! School Idol Project 2nd Season,Love Live! School Idol Project 2nd Season,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Drama"",""Slice of Life""]","[""NIS America""]",/shows/love-live-school-idol-project-2nd-season/,love-live-school-idol-project-2nd-season,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1085448,"[""Uncut""]","[""episode"",""movie""]",1,"Otonokizaka High School is planning to close within three years. However, nine female students come together with one thing in mind—to form an idol group to revive the school’s popularity and keep it from shutting down. “In order to protect our beloved school, there’s only one thing we can do...become school idols!” Will they succeed? For better or worse, their journey continues.",LLP,Show
Love Live! Sunshine!!,Love Live Sunshine,Love Live Sunshine,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,,,,false,false,"[""Shoujo"",""Slice of Life"",""Comedy""]","[""Bandai Visual Company""]",/shows/love-live-sunshine/,love-live-sunshine,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",138124,"[""Uncut"",""Simulcast""]","[""episode"",""movie""]",1,The second term has started at Uranohoshi Girls’ High School! The members of Aqours are working harder than ever to save their school from being shut down. And the only way to do so is to shine bright at the Love Live! competition. Will they be able to make their shiny idol dreams come true?,LLS,Show
Love Live! Superstar!!,Love Live! Superstar!!,Love Live! Superstar!!,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""Bandai""]",/shows/love-live-superstar/,love-live-superstar,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1665972,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Tokyo’s brand-new Yuigaoka Girls’ High School has no history, no upperclassmen, and no reputation—its first students are starting from scratch! A team of five girls led by Kanon Shibuya discover school idols, and their hopes to do something with singing begin to grow. They begin the “School Idol Project” with a blank slate and infinite potential. It’s time for their Love Live to take flight!",LSU,Show
Love Tyrant,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,true,"[""Comedy"",""Romance""]","[""CR KK""]",/shows/love-tyrant/,love-tyrant,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|RP16""]",369683,"[""Simulcast"",""Uncut""]","[""episode""]",1,"The Kiss Note is a powerful notebook that makes people written in it instantly fall in love once they kiss. This magical item belongs to the angel Guri, who is tasked with creating couples. But when she accidentally writes Aino Seiji into her book, things become dire. If he doesn’t pucker up soon, Guri can kiss her life goodbye! Worse yet? While setting Seiji up, she finds herself falling for him!",LOT,Show
