"title","titleExt.es","titleExt.pt","languages.English","languages.Japanese","languages.Portuguese (Brazil)","languages.Spanish (Latin Am)","languages.Chinese (Mandarin, PRC)","maturity.bra","maturity.ca","maturity.irl","maturity.mex","maturity.usa","maturity.chl","maturity.per","maturity.col","maturity.aus","maturity.nzl","genres","studios","showUrl","showSlug","productionYear","releaseYear","quality","ratingUsTvMpaa","ratingPairs","venueId","versions","videoTypes","relevancy","id","synopsis.long","synopsis.medium","synopsis.short","synopsisExt.de.long","synopsisExt.de.medium","synopsisExt.de.short","synopsisExt.en.long","synopsisExt.en.medium","synopsisExt.en.short","synopsisExt.es.long","synopsisExt.es.medium","synopsisExt.es.short","synopsisExt.fr.long","synopsisExt.fr.medium","synopsisExt.fr.short","synopsisExt.pt.long","synopsisExt.pt.medium","synopsisExt.pt.short","synopsisExt.ru.long","synopsisExt.ru.medium","synopsisExt.ru.short","type"
"Tokyo 24th Ward","Tokyo 24th Ward","Tokyo 24th Ward","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex""]","/shows/tokyo-24th-ward/","tokyo-24th-ward",2022,2022,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4032194,"[""Simulcast""]","[""episode""]",1,"TTW","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Tokyo ESP","Tokyo ESP","Tokyo ESP","true","true","-","-","-",false,true,,false,true,false,false,false,false,false,"[""Shounen"",""Action/Adventure""]","[""Kadokawa Pictures""]","/shows/tokyo-esp/","tokyo-esp",2014,2014,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16"",""OFLC|M"",""FVLB|M""]",93350,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TES","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Tokyo Ghoul","Tokyo Ghoul","Tokyo Ghoul","true","true","true","true","-",false,true,true,false,true,,,,,,"[""Action/Adventure"",""Drama"",""Fantasy"",""Horror""]","[""Anime Ltd""]","/shows/tokyo-ghoul/","tokyo-ghoul",2014,2014,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",37172,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"TGL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Tokyo Ghoul: The Movie","","","true","true","-","-","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Drama"",""Fantasy"",""Horror""]","[""Shochiku""]","/shows/tokyo-ghoul-the-movie/","tokyo-ghoul-the-movie",2017,2017,"{""quality"":""HD"",""height"":1080}","TVMA","[""NCS|MA15"",""OFLC|RP13"",""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""CRRBR|A16"",""RTC|C""]",512022,"[""Uncut""]","[""movie""]",1,"TGM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tokyo Majin","","","true","true","-","-","-",,false,,,false,,,,true,true,"[""Action/Adventure"",""Drama""]","[""Toshiba Entertainment""]","/shows/tokyo-majin/","tokyo-majin",2007,2007,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",46600,"[""Uncut""]","[""episode""]",1,"TOK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tokyo Ravens","Tokyo Ravens","Tokyo Ravens","true","true","-","-","-",false,false,false,false,false,,,,,,"[""Comedy"",""Fantasy""]","[""Geneon Entertainment""]","/shows/tokyo-ravens/","tokyo-ravens",2013,2013,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B15""]",49129,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TRV","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Toradora!","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Romance"",""Comedy"",""Drama""]","[""NIS America""]","/shows/toradora/","toradora",2008,2008,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1085444,"[""Uncut""]","[""episode""]",1,"TOR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Touken Ranbu: Hanamaru","Touken Ranbu: Hanamaru","Touken Ranbu: Hanamaru","true","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Comedy"",""Slice of Life""]","[""Toho Co Ltd""]","/shows/touken-ranbu-hanamaru/","touken-ranbu-hanamaru",2016,2016,"{""quality"":""HD"",""height"":1080}","TVPG","[""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|Ch"",""OFLC|PG"",""FVLB|PG"",""RTC|B"",""CRRBR|A12""]",183086,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TRH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tower of Druaga","","","true","true","-","-","-",,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]","/shows/tower-of-druaga/","tower-of-druaga",2008,2008,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",79740,"[""Uncut""]","[""episode"",""special""]",1,"TOD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tribe Nine","Tribe Nine","Tribe Nine","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Bandai""]","/shows/tribe-nine/","tribe-nine",2022,2022,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034067,"[""Simulcast""]","[""episode""]",1,"TRN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Trickster","","Trickster","true","true","-","-","-",false,,,,,,,,false,false,"[""Action/Adventure"",""Psychological""]","[""Sumitomo""]","/shows/trickster/","trickster",2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",183065,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TKS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","Sí","-","-","-","Show"
"Trigun","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""FlyingDog Inc.""]","/shows/trigun/","trigun",1998,1998,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",31635,"[""Uncut""]","[""episode"",""movie""]",1,"TRG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Trinity Blood","Trinity Blood","Trinity Blood","true","true","-","-","-",false,true,true,false,true,,,,true,,"[""Horror"",""Action/Adventure""]","[""GDH GONZO DIGIMATION""]","/shows/trinity-blood/","trinity-blood",2005,2005,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",84919,"[""Uncut""]","[""episode""]",1,"TRI","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Tsubasa RESERVoir CHRoNiCLE","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Romance"",""Action/Adventure""]","[""NHK Enterprises Inc.""]","/shows/tsubasa-reservoir-chronicle/","tsubasa-reservoir-chronicle",2005,2005,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",87009,"[""Uncut""]","[""ova""]",1,"TSU","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tsugumomo","","","true","true","-","-","-",,,,,,,,,,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Hakuhodo DY""]","/shows/tsugumomo/","tsugumomo",2017,2017,"{""quality"":""HD"",""height"":1080}",,"[]",370288,"[""Uncut"",""Simulcast""]","[""episode""]",1,"TSG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tsukigakirei","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Romance"",""Slice of Life"",""Drama""]","[""Flying Dog""]","/shows/tsukigakirei/","tsukigakirei",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",371622,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TKK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tsukimonogatari","","","-","true","-","-","-",,true,true,,true,,,,,,"[""Fan Service"",""Psychological"",""Romance""]","[""Aniplex""]","/shows/tsukimonogatari/","tsukimonogatari",2014,2014,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA""]",1091690,"[""Uncut""]","[""episode""]",1,"TMG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Tsuredure Children","","","true","true","-","-","-",,,,,,,,,,,"[""Romance"",""Comedy"",""Slice of Life""]","[""d-rights, Inc.""]","/shows/tsuredure-children/","tsuredure-children",2017,2017,"{""quality"":""HD"",""height"":1080}",,"[]",502911,"[""Simulcast"",""Uncut""]","[""episode""]",1,"TDC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Twin Star Exorcists","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Romance""]","[""TV Tokyo""]","/shows/twin-star-exorcists/","twin-star-exorcists",2016,2016,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",560754,"[""Uncut""]","[""episode""]",1,"TSE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"UFO Ultramaiden Valkyrie","","","true","true","-","-","-",,true,true,,true,,,,false,false,"[""Comedy"",""Fan Service""]","[""Toshiba Entertainment""]","/shows/ufo-ultramaiden-valkyrie/","ufo-ultramaiden-valkyrie",2002,2002,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|M"",""FVLB|M""]",34443,"[""Uncut""]","[""ova""]",1,"UFO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"URAHARA","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy"",""Fantasy"",""Sci Fi""]","[""CR KK""]","/shows/urahara/","urahara",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",526160,"[""Uncut"",""Simulcast""]","[""episode""]",1,"UHA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Uchitama?! Have you seen my Tama?","Uchitama?! ¿Han visto a mi Tama?","Uchitama?! Have you seen my Tama?","-","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Slice of Life"",""Shoujo""]","[""Aniplex""]","/shows/uchitama-have-you-seen-my-tama/","uchitama-have-you-seen-my-tama",2020,2020,"{""quality"":""HD"",""height"":1080}","TVPG","[""CRRBR|A12"",""CBSC|PG"",""RTE|Ch"",""RTC|B"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",1020444,"[""Simulcast""]","[""episode""]",1,"UCH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Ultimate Otaku Teacher","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""YTE""]","/shows/ultimate-otaku-teacher/","ultimate-otaku-teacher",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",49302,"[""Simulcast"",""Uncut""]","[""episode""]",1,"UOT","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Ulysses: Jeanne d'Arc and the Alchemist Knight","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""CR KK""]","/shows/ulysses-jeanne-darc-and-the-alchemist-knight/","ulysses-jeanne-darc-and-the-alchemist-knight",2018,2018,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",599118,"[""Simulcast"",""Uncut""]","[""episode""]",1,"ULJ","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Umi Monogatari","","","-","true","-","-","-",,,,,false,,,,,,"[""Fantasy"",""Shoujo""]","[""Right Stuf, Inc""]","/shows/umi-monogatari/","umi-monogatari",2009,2009,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14""]",1058899,"[""Uncut""]","[""episode""]",1,"UMI","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Unbreakable Machine-Doll","","","true","true","-","-","-",,true,,,true,,,,true,false,"[""Fantasy"",""Fan Service""]","[""Media Factory""]","/shows/unbreakable-machine-doll/","unbreakable-machine-doll",2013,2013,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""OFLC|MA15+"",""FVLB|M""]",39959,"[""Uncut"",""Simulcast""]","[""episode""]",1,"UMD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Utawarerumono","","","true","true","-","-","-",,false,,,false,,,,false,true,"[""Fantasy"",""Action/Adventure""]","[""Sojizi Corporation""]","/shows/utawarerumono/","utawarerumono",2006,2006,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|R15""]",76485,"[""Uncut""]","[""episode""]",1,"UTA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Uzaki-chan Wants to Hang Out!","Uzaki-chan Wants to Hang Out!","Uzaki-chan Wants to Hang Out!","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Romance"",""Slice of Life""]","[""Kadokawa""]","/shows/uzaki-chan-wants-to-hang-out/","uzaki-chan-wants-to-hang-out",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1119158,"[""Simulcast"",""Uncut""]","[""episode""]",1,"UWH","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"VISUAL PRISON","VISUAL PRISON","VISUAL PRISON","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Drama"",""Fantasy""]","[""Aniplex""]","/shows/visual-prison/","visual-prison",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2773374,"[""Simulcast""]","[""episode""]",1,"VPN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Valkyrie Drive -Mermaid-","Valkyrie Drive Mermaid","Valkyrie Drive -Mermaid-","true","true","-","-","-",false,true,,false,true,false,false,false,true,,"[""Fan Service"",""Action/Adventure""]","[""Kadokawa Pictures""]","/shows/valkyrie-drive-mermaid-/","valkyrie-drive-mermaid-",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""CRRBR|A16"",""RTC|C"",""OFLC|R18+"",""FVLB|R18+""]",80258,"[""Uncut"",""Simulcast""]","[""episode""]",1,"VDM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Valvrave the Liberator","Valvrave the Liberator","Valvrave the Liberator","-","true","-","-","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex""]","/shows/valvrave-the-liberator/","valvrave-the-liberator",2013,2013,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",1007448,"[""Uncut""]","[""episode""]",1,"VVL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Vampire Knight","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fan Service"",""Fantasy"",""Romance""]","[""VIZ Media""]","/shows/vampire-knight/","vampire-knight",2008,2008,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1406664,"[""Uncut""]","[""episode""]",1,"VAK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Vandread","Vandread","Vandread","true","true","-","-","-",false,false,,false,false,false,false,false,false,false,"[""Sci Fi"",""Fan Service""]","[""GDH GONZO DIGIMATION""]","/shows/vandread/","vandread",2000,2000,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",79228,"[""Uncut""]","[""episode"",""ova""]",1,"VAN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Venus Project -Climax-","Venus Project","Venus Project - Climax","true","true","-","-","-",false,false,,false,false,false,false,false,true,true,"[""Slice of Life"",""Comedy""]","[""YTV""]","/shows/venus-project-climax-/","venus-project-climax-",2015,2015,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""RTC|B"",""CRRBR|A12"",""OFLC|MA15+"",""FVLB|R15""]",40047,"[""Simulcast""]","[""episode"",""special""]",1,"VPC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Venus Versus Virus","","","true","true","-","-","-",,false,,,false,,,,true,true,"[""Drama"",""Romance""]","[""Tokyo Broadcasting""]","/shows/venus-versus-virus/","venus-versus-virus",2007,2007,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|R15""]",69643,"[""Uncut""]","[""episode""]",1,"VVV","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Vexille","Vexille","Vexille","true","true","-","-","-",false,false,,false,false,false,false,false,,,"[""Action/Adventure"",""Sci Fi""]","[""Shochiku""]","/shows/vexille/","vexille",2007,2007,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""RTC|B15"",""CRRBR|A14""]",99992,"[""Uncut""]","[""movie""]",1,"VEX","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Violet Evergarden","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Drama"",""Fantasy""]","[""ABC Animation""]","/shows/violet-evergarden/","violet-evergarden",2018,2018,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1279870,"[""Uncut""]","[""episode"",""movie""]",1,"VEG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Vividred Operation","Vividred Operation","Vividred Operation","-","true","-","-","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Sci Fi"",""Fan Service""]","[""Aniplex""]","/shows/vividred-operation/","vividred-operation",2013,2013,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",1155667,"[""Uncut""]","[""episode""]",1,"VDO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Vivy -Fluorite Eye's Song-","Vivy -Fluorite Eye's Song-","Vivy -Fluorite Eye's Song-","true","true","true","true","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""Aniplex""]","/shows/vivy-fluorite-eyes-song-/","vivy-fluorite-eyes-song-",2021,2021,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""DJCTQ|16"",""FVLB|R18"",""OFLC|R18+"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1394901,"[""Simulcast""]","[""episode"",""special""]",1,"VIV","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"WONDER EGG PRIORITY","WONDER EGG PRIORITY","WONDER EGG PRIORITY","true","true","true","true","-",false,true,true,false,true,,,,true,,"[""Drama"",""Psychological"",""Horror""]","[""Aniplex""]","/shows/wonder-egg-priority/","wonder-egg-priority",2021,2021,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""DJCTQ|16"",""FVLB|R18"",""OFLC|R18+"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1319611,"[""Simulcast"",""Uncut""]","[""episode""]",1,"WEP","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
"Wandering Witch: The Journey of Elaina","Wandering Witch: The Journey of Elaina","Wandering Witch: The Journey of Elaina","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Slice of Life""]","[""Kadokawa""]","/shows/wandering-witch-the-journey-of-elaina/","wandering-witch-the-journey-of-elaina",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1175829,"[""Uncut"",""Simulcast""]","[""episode""]",1,"WWE","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
