title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,id,type
PSYCHO-PASS,,,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Drama"",""Sci Fi""]","[""Fuji Creative""]",/shows/psycho-pass/,psycho-pass,2012,2012,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP15""]",29962,"[""Simulcast"",""Uncut""]","[""episode"",""special"",""movie""]",1,PSY,Show
PUCHIM@S,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""Media Factory""]",/shows/puchims/,puchims,2013,2013,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",85960,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,PUC,Show
Pandora in the Crimson Shell Ghost Urn,Pandora in the Crimson Shell Ghost Urn,Pandora in the Crimson Shell: Ghost Urn,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,true,,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/pandora-in-the-crimson-shell-ghost-urn/,pandora-in-the-crimson-shell-ghost-urn,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP15""]",92028,"[""Uncut"",""Simulcast""]","[""episode""]",1,PGS,Show
PandoraHearts,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure""]","[""NIS America Inc""]",/shows/pandorahearts/,pandorahearts,2009,2009,"{""quality"":""HD"",""height"":1080}",TV14,"[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS""]",1407216,"[""Uncut""]","[""episode""]",1,PDH,Show
Pani Poni Dash!,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""King Record, Co. LTD.""]",/shows/pani-poni-dash/,pani-poni-dash,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",37716,"[""Uncut""]","[""episode""]",1,PPD,Show
Panty & Stocking with Garterbelt,,,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Action/Adventure"",""Comedy"",""Fan Service""]","[""Kadokawa Pictures""]",/shows/panty-stocking-with-garterbelt/,panty-stocking-with-garterbelt,2010,2010,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|18"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP15""]",87525,"[""Uncut""]","[""episode""]",1,PAS,Show
Paranoia Agent,Paranoia Agent,Paranoia Agent,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Psychological"",""Drama"",""Horror""]","[""TFC""]",/shows/paranoia-agent/,paranoia-agent,2004,2004,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",1031204,"[""Uncut""]","[""episode""]",1,PAG,Show
Parasyte,Parasyte,Parasyte,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,true,,"[""Action/Adventure"",""Drama"",""Horror"",""Sci Fi"",""Live-Action""]","[""Toho""]",/shows/parasyte/,parasyte,2014,2014,"{""quality"":""HD"",""height"":1080}",,"[""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP15""]",550632,"[""Uncut""]","[""movie""]",1,PAR,Show
Peacemaker,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Action/Adventure"",""Comedy"",""Drama""]","[""Indigo K.K.""]",/shows/peacemaker/,peacemaker,2003,2003,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",36364,"[""Uncut""]","[""episode""]",1,PEC,Show
Peach Girl,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Comedy"",""Drama"",""Romance""]","[""Kodansha""]",/shows/peach-girl/,peach-girl,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",78056,"[""Uncut""]","[""episode""]",1,PEA,Show
Persona4 The Golden ANIMATION,Persona4 The Golden ANIMATION,Persona4 The Golden ANIMATION,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Psychological"",""Fantasy"",""Comedy""]","[""Aniplex""]",/shows/persona4-the-golden-animation/,persona4-the-golden-animation,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1148730,"[""Uncut""]","[""episode""]",1,PA4,Show
Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,Phantasy Star Online 2: Episode Oracle,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,[],"[""Gonzo""]",/shows/phantasy-star-online-2-episode-oracle/,phantasy-star-online-2-episode-oracle,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",961481,"[""Uncut"",""Simulcast""]","[""episode""]",1,PHO,Show
Phantom: Requiem for the Phantom,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,,"[""Action/Adventure"",""Drama""]","[""Media Factory""]",/shows/phantom-requiem-for-the-phantom/,phantom-requiem-for-the-phantom,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP15""]",48968,"[""Uncut""]","[""episode""]",1,PHT,Show
Ping Pong the Animation,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Psychological""]","[""Fuji Creative""]",/shows/ping-pong-the-animation/,ping-pong-the-animation,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",63461,"[""Simulcast"",""Uncut""]","[""episode""]",1,PIN,Show
Pita-Ten,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Comedy""]","[""Right Stuf, Inc""]",/shows/pita-ten/,pita-ten,2002,2002,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG""]",1058913,"[""Uncut""]","[""episode""]",1,PIT,Show
Plastic Memories,Plastic Memories,Plastic Memories,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Romance"",""Drama"",""Sci Fi""]","[""Aniplex""]",/shows/plastic-memories/,plastic-memories,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1155666,"[""Uncut""]","[""episode""]",1,PLC,Show
Platinum End,Platinum End,Platinum End,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Drama"",""Psychological"",""Shounen""]","[""TBS""]",/shows/platinum-end/,platinum-end,2021,2021,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""DJCTQ|16""]",2795125,"[""Simulcast"",""Uncut""]","[""episode""]",1,PLE,Show
Please Teacher!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Romance"",""Drama"",""Sci Fi""]","[""Right Stuf, Inc""]",/shows/please-teacher/,please-teacher,2001,2001,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",990556,"[""Uncut""]","[""episode"",""ova""]",1,PTE,Show
Please Twins!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Romance"",""Drama""]","[""Right Stuf, Inc""]",/shows/please-twins/,please-twins,2003,2003,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",990678,"[""Uncut""]","[""episode"",""ova""]",1,PTW,Show
Plunderer,Plunderer,Plunderer,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Drama"",""Fantasy"",""Romance""]","[""Kadokawa""]",/shows/plunderer/,plunderer,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1007008,"[""Simulcast"",""Uncut""]","[""episode""]",1,PLN,Show
Police in a Pod,Police in a Pod,Police in a Pod,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Slice of Life""]","[""Kadokawa""]",/shows/police-in-a-pod/,police-in-a-pod,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4032541,"[""Simulcast""]","[""episode""]",1,PIP,Show
Pop Team Epic,Pop Team Epic,Pop Team Epic,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,true,true,true,false,true,,,,true,,"[""Comedy""]","[""King Records""]",/shows/pop-team-epic-repeat/,pop-team-epic-repeat,2020,2020,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A18""]",541361,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,POP,Show
Pretear,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Shoujo"",""Romance""]","[""Indigo K.K.""]",/shows/pretear/,pretear,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",76612,"[""Uncut""]","[""episode""]",1,PRE,Show
Pretty Boy Detective Club,Pretty Boy Detective Club,Pretty Boy Detective Club,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Drama"",""Slice of Life""]","[""Aniplex""]",/shows/pretty-boy-detective-club/,pretty-boy-detective-club,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1400119,"[""Simulcast""]","[""episode""]",1,PRB,Show
Prince of Stride: Alternative,Prince of Stride Alternative,Prince of Stride Alternative,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""Kadokawa Pictures""]",/shows/prince-of-stride-alternative/,prince-of-stride-alternative,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B15"",""OFLC|PG"",""FVLB|PG""]",91846,"[""Simulcast"",""Uncut""]","[""episode""]",1,POS,Show
Princess Jellyfish,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""Fuji Creative""]",/shows/princess-jellyfish/,princess-jellyfish,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",34636,"[""Simulcast"",""Uncut""]","[""episode""]",1,PJF,Show
Princess Knight,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Action/Adventure""]","[""Right Stuf, Inc""]",/shows/princess-knight/,princess-knight,1967,1967,"{""quality"":""HD"",""height"":1080}",TVG,"[""TV-US|TV-G"",""OFLC|PG"",""FVLB|PG""]",1037541,"[""Uncut""]","[""episode""]",1,PRK,Show
Princess Nine,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Drama"",""Slice of Life""]","[""Right Stuf, Inc""]",/shows/princess-nine/,princess-nine,1998,1998,"{""quality"":""HD"",""height"":1080}",TVPG,"[""NCS|PG"",""OFLC|PG"",""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|PG""]",1455925,"[""Uncut""]","[""episode""]",1,PRN,Show
Prison School,Prison School,Prison School,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,Sí,Sí,Sí,-,-,-,false,true,true,false,true,,,,,,"[""Comedy"",""Drama"",""Fan Service""]","[""Dybex""]",/shows/prison-school/,prison-school,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",31761,"[""Simulcast"",""Uncut""]","[""episode""]",1,PSC,Show
Prison School (Live Action),Prison School Live Action,Prison School Live Action,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,true,,"[""Comedy"",""Live-Action""]","[""Mainichi Broadcasting System Inc""]",/shows/prison-school-live-action/,prison-school-live-action,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""CRRBR|A16"",""RTC|C"",""OFLC|MA15+"",""FVLB|RP15""]",87432,"[""Simulcast""]","[""episode""]",1,PSD,Show
Project Blue Earth SOS,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Toshiba Entertainment""]",/shows/project-blue-earth-sos/,project-blue-earth-sos,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",40763,"[""Uncut""]","[""episode""]",1,PBE,Show
Psychic School Wars,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Slice of Life"",""Fantasy""]","[""Shochiku""]",/shows/psychic-school-wars/,psychic-school-wars,2012,2012,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|PG"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",170462,"[""Uncut""]","[""movie""]",1,PSW,Show
Puella Magi Madoka Magica,Puella Magi Madoka Magica,Puella Magi Madoka Magica,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Drama"",""Psychological""]","[""Aniplex""]",/shows/puella-magi-madoka-magica/,puella-magi-madoka-magica,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1000502,"[""Uncut""]","[""episode"",""movie""]",1,PMM,Show
Pumpkin Scissors,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure"",""Comedy""]","[""GDH GONZO DIGIMATION""]",/shows/pumpkin-scissors/,pumpkin-scissors,2006,2006,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",32336,"[""Uncut""]","[""episode""]",1,PUM,Show
PuraOre! ~Pride of Orange~,PuraOre! ~Pride of Orange~,PuraOre! ~Pride of Orange~,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""DMM""]",/shows/puraore-pride-of-orange/,puraore-pride-of-orange,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2658639,"[""Simulcast""]","[""episode""]",1,POO,Show
Puzzle & Dragons X,,Puzzle & Dragons X,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Dentsu Tec""]",/shows/puzzle-dragons-x/,puzzle-dragons-x,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",138359,"[""Uncut"",""Simulcast""]","[""episode""]",1,PAD,Show
RADIANT,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""NEP""]",/shows/radiant/,radiant,2018,2018,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",595600,"[""Uncut"",""Simulcast""]","[""episode""]",1,RAD,Show
RE-MAIN,RE-MAIN,RE-MAIN,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama""]","[""Bandai""]",/shows/re-main/,re-main,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1643823,"[""Simulcast"",""Uncut""]","[""episode""]",1,RMN,Show
"RErideD – Derrida, who leaps through time –",,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Sci Fi"",""Action/Adventure"",""Drama""]","[""CR KK""]",/shows/rerided-derrida-who-leaps-through-time/,rerided-derrida-who-leaps-through-time,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",599117,"[""Simulcast"",""Uncut""]","[""episode""]",1,RRD,Show
RIN ~Daughters of Mnemosyne~,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,true,,"[""Fan Service"",""Horror""]","[""Showgate""]",/shows/rin-daughters-of-mnemosyne/,rin-daughters-of-mnemosyne,2008,2008,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""OFLC|MA15+"",""FVLB|RP15""]",78671,"[""Uncut""]","[""episode""]",1,RIN,Show
RUMBLE GARANNDOLL,RUMBLE GARANNDOLL,RUMBLE GARANNDOLL,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa""]",/shows/rumble-garanndoll/,rumble-garanndoll,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2813102,"[""Simulcast""]","[""episode""]",1,RUG,Show
Rage of Bahamut: Genesis,Rage of Bahamut Genesis,Rage of Bahamut Genesis,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,,,"[""Action/Adventure"",""Fantasy""]","[""Geneon Entertainment""]",/shows/rage-of-bahamut-genesis/,rage-of-bahamut-genesis,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14""]",87729,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,RBG,Show
Ragnarok - The Animation,Ragnarok - The Animation,Ragnarok - The Animation,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]",/shows/ragnarok-the-animation/,ragnarok-the-animation,2004,2004,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|Ch"",""OFLC|PG"",""FVLB|PG"",""RTC|B"",""CRRBR|A12""]",47624,"[""Uncut""]","[""episode""]",1,RAG,Show
Rail Romanesque,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Sci Fi"",""Slice of Life""]","[""My Theater DD""]",/shows/rail-romanesque/,rail-romanesque,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|PG"",""FVLB|PG""]",1174292,"[""Simulcast""]","[""episode""]",1,RAR,Show
Rainbow Days,Rainbow Days,Rainbow Days,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Comedy"",""Romance"",""Slice of Life""]","[""YTV""]",/shows/rainbow-days/,rainbow-days,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",92340,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,RBD,Show
Rainy Cocoa,Rainy Cocoa,Rainy Cocoa,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,false,false,"[""Comedy"",""Slice of Life""]","[""YTV""]",/shows/rainy-cocoa/,rainy-cocoa,2015,2015,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""CRRBR|A12"",""RTC|A"",""OFLC|PG"",""FVLB|PG""]",35742,"[""Simulcast"",""Uncut""]","[""episode""]",1,RNC,Show
